fips,county_name,year,predicted_ratio,trend_per_year,latest_ratio,latest_rent,latest_income
18181,"White County, Indiana",2026,14.97,-0.1686,15.48,853.0,66143.0
18181,"White County, Indiana",2027,14.81,-0.1686,15.48,853.0,66143.0
18181,"White County, Indiana",2028,14.64,-0.1686,15.48,853.0,66143.0
19013,"Black Hawk County, Iowa",2024,17.96,0.0848,17.88,962.0,64581.0
19013,"Black Hawk County, Iowa",2025,18.05,0.0848,17.88,962.0,64581.0
19013,"Black Hawk County, Iowa",2026,18.13,0.0848,17.88,962.0,64581.0
19013,"Black Hawk County, Iowa",2027,18.22,0.0848,17.88,962.0,64581.0
19013,"Black Hawk County, Iowa",2028,18.3,0.0848,17.88,962.0,64581.0
19015,"Boone County, Iowa",2024,12.19,-0.2404,12.43,826.0,79741.0
19015,"Boone County, Iowa",2025,11.95,-0.2404,12.43,826.0,79741.0
19015,"Boone County, Iowa",2026,11.71,-0.2404,12.43,826.0,79741.0
19015,"Boone County, Iowa",2027,11.47,-0.2404,12.43,826.0,79741.0
19015,"Boone County, Iowa",2028,11.23,-0.2404,12.43,826.0,79741.0
19019,"Buchanan County, Iowa",2024,12.08,-0.1889,12.27,802.0,78430.0
19019,"Buchanan County, Iowa",2025,11.89,-0.1889,12.27,802.0,78430.0
19019,"Buchanan County, Iowa",2026,11.7,-0.1889,12.27,802.0,78430.0
19019,"Buchanan County, Iowa",2027,11.51,-0.1889,12.27,802.0,78430.0
19019,"Buchanan County, Iowa",2028,11.33,-0.1889,12.27,802.0,78430.0
19029,"Cass County, Iowa",2024,14.65,-0.3194,14.97,769.0,61657.0
19029,"Cass County, Iowa",2025,14.33,-0.3194,14.97,769.0,61657.0
19029,"Cass County, Iowa",2026,14.01,-0.3194,14.97,769.0,61657.0
19029,"Cass County, Iowa",2027,13.69,-0.3194,14.97,769.0,61657.0
19029,"Cass County, Iowa",2028,13.37,-0.3194,14.97,769.0,61657.0
19033,"Cerro Gordo County, Iowa",2024,15.27,-0.1076,15.38,840.0,65537.0
19033,"Cerro Gordo County, Iowa",2025,15.16,-0.1076,15.38,840.0,65537.0
19033,"Cerro Gordo County, Iowa",2026,15.06,-0.1076,15.38,840.0,65537.0
19033,"Cerro Gordo County, Iowa",2027,14.95,-0.1076,15.38,840.0,65537.0
19033,"Cerro Gordo County, Iowa",2028,14.84,-0.1076,15.38,840.0,65537.0
19061,"Dubuque County, Iowa",2024,14.86,-0.0564,14.92,944.0,75919.0
19061,"Dubuque County, Iowa",2025,14.81,-0.0564,14.92,944.0,75919.0
19061,"Dubuque County, Iowa",2026,14.75,-0.0564,14.92,944.0,75919.0
19061,"Dubuque County, Iowa",2027,14.69,-0.0564,14.92,944.0,75919.0
19061,"Dubuque County, Iowa",2028,14.64,-0.0564,14.92,944.0,75919.0
19065,"Fayette County, Iowa",2024,16.95,0.348,16.6,813.0,58764.0
19065,"Fayette County, Iowa",2025,17.3,0.348,16.6,813.0,58764.0
19065,"Fayette County, Iowa",2026,17.64,0.348,16.6,813.0,58764.0
19065,"Fayette County, Iowa",2027,17.99,0.348,16.6,813.0,58764.0
19065,"Fayette County, Iowa",2028,18.34,0.348,16.6,813.0,58764.0
19067,"Floyd County, Iowa",2024,12.22,-0.2802,12.5,672.0,64500.0
19067,"Floyd County, Iowa",2025,11.94,-0.2802,12.5,672.0,64500.0
19067,"Floyd County, Iowa",2026,11.66,-0.2802,12.5,672.0,64500.0
19067,"Floyd County, Iowa",2027,11.38,-0.2802,12.5,672.0,64500.0
19067,"Floyd County, Iowa",2028,11.1,-0.2802,12.5,672.0,64500.0
19069,"Franklin County, Iowa",2024,12.95,-0.3471,13.64,707.0,62214.0
19069,"Franklin County, Iowa",2025,12.6,-0.3471,13.64,707.0,62214.0
19069,"Franklin County, Iowa",2026,12.25,-0.3471,13.64,707.0,62214.0
19069,"Franklin County, Iowa",2027,11.9,-0.3471,13.64,707.0,62214.0
19069,"Franklin County, Iowa",2028,11.56,-0.3471,13.64,707.0,62214.0
19075,"Grundy County, Iowa",2024,11.01,-0.1351,11.15,777.0,83617.0
19075,"Grundy County, Iowa",2025,10.88,-0.1351,11.15,777.0,83617.0
19075,"Grundy County, Iowa",2026,10.74,-0.1351,11.15,777.0,83617.0
19075,"Grundy County, Iowa",2027,10.61,-0.1351,11.15,777.0,83617.0
19075,"Grundy County, Iowa",2028,10.47,-0.1351,11.15,777.0,83617.0
19077,"Guthrie County, Iowa",2024,12.14,-0.2094,12.35,823.0,79981.0
19077,"Guthrie County, Iowa",2025,11.93,-0.2094,12.35,823.0,79981.0
19077,"Guthrie County, Iowa",2026,11.72,-0.2094,12.35,823.0,79981.0
19077,"Guthrie County, Iowa",2027,11.51,-0.2094,12.35,823.0,79981.0
19077,"Guthrie County, Iowa",2028,11.3,-0.2094,12.35,823.0,79981.0
19085,"Harrison County, Iowa",2024,13.17,-0.1346,13.3,854.0,77027.0
19085,"Harrison County, Iowa",2025,13.03,-0.1346,13.3,854.0,77027.0
19085,"Harrison County, Iowa",2026,12.9,-0.1346,13.3,854.0,77027.0
19085,"Harrison County, Iowa",2027,12.76,-0.1346,13.3,854.0,77027.0
19085,"Harrison County, Iowa",2028,12.63,-0.1346,13.3,854.0,77027.0
19087,"Henry County, Iowa",2024,14.05,-0.2464,14.3,770.0,64604.0
19087,"Henry County, Iowa",2025,13.81,-0.2464,14.3,770.0,64604.0
19087,"Henry County, Iowa",2026,13.56,-0.2464,14.3,770.0,64604.0
19087,"Henry County, Iowa",2027,13.31,-0.2464,14.3,770.0,64604.0
19087,"Henry County, Iowa",2028,13.07,-0.2464,14.3,770.0,64604.0
19095,"Iowa County, Iowa",2024,12.19,0.189,12.0,722.0,72185.0
19095,"Iowa County, Iowa",2025,12.38,0.189,12.0,722.0,72185.0
19095,"Iowa County, Iowa",2026,12.57,0.189,12.0,722.0,72185.0
19095,"Iowa County, Iowa",2027,12.76,0.189,12.0,722.0,72185.0
19095,"Iowa County, Iowa",2028,12.95,0.189,12.0,722.0,72185.0
19097,"Jackson County, Iowa",2024,13.08,-0.3287,13.41,800.0,71605.0
19097,"Jackson County, Iowa",2025,12.75,-0.3287,13.41,800.0,71605.0
19097,"Jackson County, Iowa",2026,12.42,-0.3287,13.41,800.0,71605.0
19097,"Jackson County, Iowa",2027,12.1,-0.3287,13.41,800.0,71605.0
19097,"Jackson County, Iowa",2028,11.77,-0.3287,13.41,800.0,71605.0
19099,"Jasper County, Iowa",2024,13.91,-0.1623,14.07,822.0,70128.0
19099,"Jasper County, Iowa",2025,13.75,-0.1623,14.07,822.0,70128.0
19099,"Jasper County, Iowa",2026,13.58,-0.1623,14.07,822.0,70128.0
19099,"Jasper County, Iowa",2027,13.42,-0.1623,14.07,822.0,70128.0
19099,"Jasper County, Iowa",2028,13.26,-0.1623,14.07,822.0,70128.0
19101,"Jefferson County, Iowa",2024,18.93,0.3262,18.6,881.0,56824.0
19101,"Jefferson County, Iowa",2025,19.25,0.3262,18.6,881.0,56824.0
19101,"Jefferson County, Iowa",2026,19.58,0.3262,18.6,881.0,56824.0
19101,"Jefferson County, Iowa",2027,19.9,0.3262,18.6,881.0,56824.0
19101,"Jefferson County, Iowa",2028,20.23,0.3262,18.6,881.0,56824.0
19103,"Johnson County, Iowa",2024,17.6,-0.1301,17.73,1104.0,74721.0
19103,"Johnson County, Iowa",2025,17.47,-0.1301,17.73,1104.0,74721.0
19103,"Johnson County, Iowa",2026,17.34,-0.1301,17.73,1104.0,74721.0
19103,"Johnson County, Iowa",2027,17.21,-0.1301,17.73,1104.0,74721.0
19103,"Johnson County, Iowa",2028,17.08,-0.1301,17.73,1104.0,74721.0
19109,"Kossuth County, Iowa",2024,16.01,0.3139,15.7,859.0,65656.0
19109,"Kossuth County, Iowa",2025,16.33,0.3139,15.7,859.0,65656.0
19109,"Kossuth County, Iowa",2026,16.64,0.3139,15.7,859.0,65656.0
19109,"Kossuth County, Iowa",2027,16.96,0.3139,15.7,859.0,65656.0
19109,"Kossuth County, Iowa",2028,17.27,0.3139,15.7,859.0,65656.0
19115,"Louisa County, Iowa",2024,11.62,-0.3014,11.92,797.0,80223.0
19115,"Louisa County, Iowa",2025,11.32,-0.3014,11.92,797.0,80223.0
19115,"Louisa County, Iowa",2026,11.02,-0.3014,11.92,797.0,80223.0
19115,"Louisa County, Iowa",2027,10.71,-0.3014,11.92,797.0,80223.0
19115,"Louisa County, Iowa",2028,10.41,-0.3014,11.92,797.0,80223.0
19119,"Lyon County, Iowa",2024,13.37,0.1621,13.21,802.0,72881.0
19119,"Lyon County, Iowa",2025,13.53,0.1621,13.21,802.0,72881.0
19119,"Lyon County, Iowa",2026,13.7,0.1621,13.21,802.0,72881.0
19119,"Lyon County, Iowa",2027,13.86,0.1621,13.21,802.0,72881.0
19119,"Lyon County, Iowa",2028,14.02,0.1621,13.21,802.0,72881.0
19121,"Madison County, Iowa",2024,12.07,-0.5,12.57,938.0,89542.0
19121,"Madison County, Iowa",2025,11.57,-0.5,12.57,938.0,89542.0
19121,"Madison County, Iowa",2026,11.07,-0.5,12.57,938.0,89542.0
19121,"Madison County, Iowa",2027,10.57,-0.5,12.57,938.0,89542.0
19121,"Madison County, Iowa",2028,10.07,-0.5,12.57,938.0,89542.0
19137,"Montgomery County, Iowa",2024,14.35,-0.5,14.85,782.0,63190.0
19137,"Montgomery County, Iowa",2025,13.85,-0.5,14.85,782.0,63190.0
19137,"Montgomery County, Iowa",2026,13.35,-0.5,14.85,782.0,63190.0
19137,"Montgomery County, Iowa",2027,12.85,-0.5,14.85,782.0,63190.0
19137,"Montgomery County, Iowa",2028,12.35,-0.5,14.85,782.0,63190.0
19155,"Pottawattamie County, Iowa",2024,16.15,-0.1358,16.29,970.0,71446.0
19155,"Pottawattamie County, Iowa",2025,16.02,-0.1358,16.29,970.0,71446.0
19155,"Pottawattamie County, Iowa",2026,15.88,-0.1358,16.29,970.0,71446.0
19155,"Pottawattamie County, Iowa",2027,15.75,-0.1358,16.29,970.0,71446.0
19155,"Pottawattamie County, Iowa",2028,15.61,-0.1358,16.29,970.0,71446.0
19163,"Scott County, Iowa",2024,14.96,-0.0937,15.05,958.0,76363.0
19163,"Scott County, Iowa",2025,14.86,-0.0937,15.05,958.0,76363.0
19163,"Scott County, Iowa",2026,14.77,-0.0937,15.05,958.0,76363.0
19163,"Scott County, Iowa",2027,14.68,-0.0937,15.05,958.0,76363.0
19163,"Scott County, Iowa",2028,14.58,-0.0937,15.05,958.0,76363.0
19169,"Story County, Iowa",2024,17.46,-0.255,17.72,1019.0,69006.0
19169,"Story County, Iowa",2025,17.21,-0.255,17.72,1019.0,69006.0
19169,"Story County, Iowa",2026,16.95,-0.255,17.72,1019.0,69006.0
19169,"Story County, Iowa",2027,16.7,-0.255,17.72,1019.0,69006.0
19169,"Story County, Iowa",2028,16.45,-0.255,17.72,1019.0,69006.0
19179,"Wapello County, Iowa",2024,19.29,0.3032,18.99,950.0,60034.0
19179,"Wapello County, Iowa",2025,19.6,0.3032,18.99,950.0,60034.0
19179,"Wapello County, Iowa",2026,19.9,0.3032,18.99,950.0,60034.0
19179,"Wapello County, Iowa",2027,20.2,0.3032,18.99,950.0,60034.0
19179,"Wapello County, Iowa",2028,20.51,0.3032,18.99,950.0,60034.0
19183,"Washington County, Iowa",2024,14.37,-0.1344,14.5,862.0,71339.0
19183,"Washington County, Iowa",2025,14.23,-0.1344,14.5,862.0,71339.0
19183,"Washington County, Iowa",2026,14.1,-0.1344,14.5,862.0,71339.0
19183,"Washington County, Iowa",2027,13.96,-0.1344,14.5,862.0,71339.0
19183,"Washington County, Iowa",2028,13.83,-0.1344,14.5,862.0,71339.0
19187,"Webster County, Iowa",2024,12.94,-0.5,13.44,762.0,68054.0
19187,"Webster County, Iowa",2025,12.44,-0.5,13.44,762.0,68054.0
19187,"Webster County, Iowa",2026,11.94,-0.5,13.44,762.0,68054.0
19187,"Webster County, Iowa",2027,11.44,-0.5,13.44,762.0,68054.0
19187,"Webster County, Iowa",2028,10.94,-0.5,13.44,762.0,68054.0
19193,"Woodbury County, Iowa",2024,16.05,-0.1317,16.18,946.0,70147.0
19193,"Woodbury County, Iowa",2025,15.92,-0.1317,16.18,946.0,70147.0
19193,"Woodbury County, Iowa",2026,15.79,-0.1317,16.18,946.0,70147.0
19193,"Woodbury County, Iowa",2027,15.65,-0.1317,16.18,946.0,70147.0
19193,"Woodbury County, Iowa",2028,15.52,-0.1317,16.18,946.0,70147.0
20021,"Cherokee County, Kansas",2024,16.06,-0.4338,16.49,801.0,58274.0
20021,"Cherokee County, Kansas",2025,15.62,-0.4338,16.49,801.0,58274.0
20021,"Cherokee County, Kansas",2026,15.19,-0.4338,16.49,801.0,58274.0
20021,"Cherokee County, Kansas",2027,14.75,-0.4338,16.49,801.0,58274.0
20021,"Cherokee County, Kansas",2028,14.32,-0.4338,16.49,801.0,58274.0
20035,"Cowley County, Kansas",2024,15.84,-0.1981,16.04,779.0,58263.0
20035,"Cowley County, Kansas",2025,15.64,-0.1981,16.04,779.0,58263.0
20035,"Cowley County, Kansas",2026,15.45,-0.1981,16.04,779.0,58263.0
20035,"Cowley County, Kansas",2027,15.25,-0.1981,16.04,779.0,58263.0
20035,"Cowley County, Kansas",2028,15.05,-0.1981,16.04,779.0,58263.0
20037,"Crawford County, Kansas",2024,19.59,-0.3749,19.96,837.0,50311.0
20037,"Crawford County, Kansas",2025,19.21,-0.3749,19.96,837.0,50311.0
20037,"Crawford County, Kansas",2026,18.84,-0.3749,19.96,837.0,50311.0
20037,"Crawford County, Kansas",2027,18.46,-0.3749,19.96,837.0,50311.0
20037,"Crawford County, Kansas",2028,18.09,-0.3749,19.96,837.0,50311.0
20041,"Dickinson County, Kansas",2024,13.96,-0.322,14.28,809.0,67982.0
20041,"Dickinson County, Kansas",2025,13.64,-0.322,14.28,809.0,67982.0
20041,"Dickinson County, Kansas",2026,13.31,-0.322,14.28,809.0,67982.0
20041,"Dickinson County, Kansas",2027,12.99,-0.322,14.28,809.0,67982.0
20041,"Dickinson County, Kansas",2028,12.67,-0.322,14.28,809.0,67982.0
20045,"Douglas County, Kansas",2024,18.5,-0.1035,18.6,1066.0,68756.0
20045,"Douglas County, Kansas",2025,18.39,-0.1035,18.6,1066.0,68756.0
20045,"Douglas County, Kansas",2026,18.29,-0.1035,18.6,1066.0,68756.0
20045,"Douglas County, Kansas",2027,18.19,-0.1035,18.6,1066.0,68756.0
20045,"Douglas County, Kansas",2028,18.08,-0.1035,18.6,1066.0,68756.0
20051,"Ellis County, Kansas",2024,18.32,0.3144,18.01,899.0,59889.0
20051,"Ellis County, Kansas",2025,18.64,0.3144,18.01,899.0,59889.0
20051,"Ellis County, Kansas",2026,18.95,0.3144,18.01,899.0,59889.0
20051,"Ellis County, Kansas",2027,19.27,0.3144,18.01,899.0,59889.0
20051,"Ellis County, Kansas",2028,19.58,0.3144,18.01,899.0,59889.0
20059,"Franklin County, Kansas",2024,15.5,-0.2923,15.79,949.0,72142.0
20059,"Franklin County, Kansas",2025,15.21,-0.2923,15.79,949.0,72142.0
20059,"Franklin County, Kansas",2026,14.91,-0.2923,15.79,949.0,72142.0
20059,"Franklin County, Kansas",2027,14.62,-0.2923,15.79,949.0,72142.0
20059,"Franklin County, Kansas",2028,14.33,-0.2923,15.79,949.0,72142.0
20061,"Geary County, Kansas",2024,22.92,-0.5,23.42,1119.0,57344.0
20061,"Geary County, Kansas",2025,22.42,-0.5,23.42,1119.0,57344.0
20061,"Geary County, Kansas",2026,21.92,-0.5,23.42,1119.0,57344.0
20061,"Geary County, Kansas",2027,21.42,-0.5,23.42,1119.0,57344.0
20061,"Geary County, Kansas",2028,20.92,-0.5,23.42,1119.0,57344.0
20087,"Jefferson County, Kansas",2024,12.79,-0.2963,13.09,844.0,77393.0
20087,"Jefferson County, Kansas",2025,12.5,-0.2963,13.09,844.0,77393.0
20087,"Jefferson County, Kansas",2026,12.2,-0.2963,13.09,844.0,77393.0
20087,"Jefferson County, Kansas",2027,11.9,-0.2963,13.09,844.0,77393.0
20087,"Jefferson County, Kansas",2028,11.61,-0.2963,13.09,844.0,77393.0
20103,"Leavenworth County, Kansas",2024,15.53,-0.1823,15.71,1138.0,86906.0
20103,"Leavenworth County, Kansas",2025,15.35,-0.1823,15.71,1138.0,86906.0
20103,"Leavenworth County, Kansas",2026,15.16,-0.1823,15.71,1138.0,86906.0
20103,"Leavenworth County, Kansas",2027,14.98,-0.1823,15.71,1138.0,86906.0
20103,"Leavenworth County, Kansas",2028,14.8,-0.1823,15.71,1138.0,86906.0
20111,"Lyon County, Kansas",2024,15.8,-0.3701,16.17,796.0,59078.0
20111,"Lyon County, Kansas",2025,15.43,-0.3701,16.17,796.0,59078.0
20111,"Lyon County, Kansas",2026,15.06,-0.3701,16.17,796.0,59078.0
20111,"Lyon County, Kansas",2027,14.69,-0.3701,16.17,796.0,59078.0
20111,"Lyon County, Kansas",2028,14.32,-0.3701,16.17,796.0,59078.0
20133,"Neosho County, Kansas",2024,13.53,-0.4738,14.0,650.0,55704.0
20133,"Neosho County, Kansas",2025,13.05,-0.4738,14.0,650.0,55704.0
20133,"Neosho County, Kansas",2026,12.58,-0.4738,14.0,650.0,55704.0
20133,"Neosho County, Kansas",2027,12.1,-0.4738,14.0,650.0,55704.0
20133,"Neosho County, Kansas",2028,11.63,-0.4738,14.0,650.0,55704.0
20161,"Riley County, Kansas",2024,21.19,-0.2738,21.46,1065.0,59560.0
20161,"Riley County, Kansas",2025,20.91,-0.2738,21.46,1065.0,59560.0
20161,"Riley County, Kansas",2026,20.64,-0.2738,21.46,1065.0,59560.0
20161,"Riley County, Kansas",2027,20.36,-0.2738,21.46,1065.0,59560.0
20161,"Riley County, Kansas",2028,20.09,-0.2738,21.46,1065.0,59560.0
20169,"Saline County, Kansas",2024,17.27,-0.0663,17.34,915.0,63316.0
20169,"Saline County, Kansas",2025,17.21,-0.0663,17.34,915.0,63316.0
20169,"Saline County, Kansas",2026,17.14,-0.0663,17.34,915.0,63316.0
20169,"Saline County, Kansas",2027,17.07,-0.0663,17.34,915.0,63316.0
20169,"Saline County, Kansas",2028,17.01,-0.0663,17.34,915.0,63316.0
20173,"Sedgwick County, Kansas",2024,17.26,-0.0604,17.32,977.0,67675.0
20173,"Sedgwick County, Kansas",2025,17.2,-0.0604,17.32,977.0,67675.0
20173,"Sedgwick County, Kansas",2026,17.14,-0.0604,17.32,977.0,67675.0
20173,"Sedgwick County, Kansas",2027,17.08,-0.0604,17.32,977.0,67675.0
20173,"Sedgwick County, Kansas",2028,17.02,-0.0604,17.32,977.0,67675.0
20177,"Shawnee County, Kansas",2024,17.74,0.1175,17.62,970.0,66043.0
20177,"Shawnee County, Kansas",2025,17.86,0.1175,17.62,970.0,66043.0
20177,"Shawnee County, Kansas",2026,17.97,0.1175,17.62,970.0,66043.0
20177,"Shawnee County, Kansas",2027,18.09,0.1175,17.62,970.0,66043.0
20177,"Shawnee County, Kansas",2028,18.21,0.1175,17.62,970.0,66043.0
20191,"Sumner County, Kansas",2024,16.76,0.2767,16.48,829.0,60348.0
20191,"Sumner County, Kansas",2025,17.03,0.2767,16.48,829.0,60348.0
20191,"Sumner County, Kansas",2026,17.31,0.2767,16.48,829.0,60348.0
20191,"Sumner County, Kansas",2027,17.59,0.2767,16.48,829.0,60348.0
20191,"Sumner County, Kansas",2028,17.86,0.2767,16.48,829.0,60348.0
20209,"Wyandotte County, Kansas",2024,20.87,-0.3235,21.19,1070.0,60582.0
20209,"Wyandotte County, Kansas",2025,20.54,-0.3235,21.19,1070.0,60582.0
20209,"Wyandotte County, Kansas",2026,20.22,-0.3235,21.19,1070.0,60582.0
20209,"Wyandotte County, Kansas",2027,19.9,-0.3235,21.19,1070.0,60582.0
20209,"Wyandotte County, Kansas",2028,19.57,-0.3235,21.19,1070.0,60582.0
21005,"Anderson County, Kentucky",2024,14.28,-0.2685,14.55,870.0,71747.0
21005,"Anderson County, Kentucky",2025,14.01,-0.2685,14.55,870.0,71747.0
21005,"Anderson County, Kentucky",2026,13.74,-0.2685,14.55,870.0,71747.0
21005,"Anderson County, Kentucky",2027,13.48,-0.2685,14.55,870.0,71747.0
21005,"Anderson County, Kentucky",2028,13.21,-0.2685,14.55,870.0,71747.0
21011,"Bath County, Kentucky",2024,12.8,-0.5,13.3,600.0,54128.0
21011,"Bath County, Kentucky",2025,12.3,-0.5,13.3,600.0,54128.0
21011,"Bath County, Kentucky",2026,11.8,-0.5,13.3,600.0,54128.0
21011,"Bath County, Kentucky",2027,11.3,-0.5,13.3,600.0,54128.0
21011,"Bath County, Kentucky",2028,10.8,-0.5,13.3,600.0,54128.0
21013,"Bell County, Kentucky",2024,22.35,-0.5,22.85,617.0,32403.0
21013,"Bell County, Kentucky",2025,21.85,-0.5,22.85,617.0,32403.0
21013,"Bell County, Kentucky",2026,21.35,-0.5,22.85,617.0,32403.0
21013,"Bell County, Kentucky",2027,20.85,-0.5,22.85,617.0,32403.0
21013,"Bell County, Kentucky",2028,20.35,-0.5,22.85,617.0,32403.0
21017,"Bourbon County, Kentucky",2024,15.58,-0.2862,15.87,745.0,56322.0
21017,"Bourbon County, Kentucky",2025,15.3,-0.2862,15.87,745.0,56322.0
21017,"Bourbon County, Kentucky",2026,15.01,-0.2862,15.87,745.0,56322.0
21017,"Bourbon County, Kentucky",2027,14.73,-0.2862,15.87,745.0,56322.0
21017,"Bourbon County, Kentucky",2028,14.44,-0.2862,15.87,745.0,56322.0
21021,"Boyle County, Kentucky",2024,14.49,-0.5,14.99,770.0,61635.0
21021,"Boyle County, Kentucky",2025,13.99,-0.5,14.99,770.0,61635.0
21021,"Boyle County, Kentucky",2026,13.49,-0.5,14.99,770.0,61635.0
21021,"Boyle County, Kentucky",2027,12.99,-0.5,14.99,770.0,61635.0
21021,"Boyle County, Kentucky",2028,12.49,-0.5,14.99,770.0,61635.0
21025,"Breathitt County, Kentucky",2024,15.35,-0.5,15.85,543.0,41101.0
21025,"Breathitt County, Kentucky",2025,14.85,-0.5,15.85,543.0,41101.0
21025,"Breathitt County, Kentucky",2026,14.35,-0.5,15.85,543.0,41101.0
21025,"Breathitt County, Kentucky",2027,13.85,-0.5,15.85,543.0,41101.0
21025,"Breathitt County, Kentucky",2028,13.35,-0.5,15.85,543.0,41101.0
21027,"Breckinridge County, Kentucky",2024,16.57,0.2532,16.32,730.0,53673.0
21027,"Breckinridge County, Kentucky",2025,16.83,0.2532,16.32,730.0,53673.0
21027,"Breckinridge County, Kentucky",2026,17.08,0.2532,16.32,730.0,53673.0
21027,"Breckinridge County, Kentucky",2027,17.33,0.2532,16.32,730.0,53673.0
21027,"Breckinridge County, Kentucky",2028,17.59,0.2532,16.32,730.0,53673.0
21029,"Bullitt County, Kentucky",2024,14.88,-0.16,15.04,973.0,77640.0
21029,"Bullitt County, Kentucky",2025,14.72,-0.16,15.04,973.0,77640.0
21029,"Bullitt County, Kentucky",2026,14.56,-0.16,15.04,973.0,77640.0
21029,"Bullitt County, Kentucky",2027,14.4,-0.16,15.04,973.0,77640.0
21029,"Bullitt County, Kentucky",2028,14.24,-0.16,15.04,973.0,77640.0
21051,"Clay County, Kentucky",2024,20.65,-0.5,21.15,698.0,39607.0
21051,"Clay County, Kentucky",2025,20.15,-0.5,21.15,698.0,39607.0
21051,"Clay County, Kentucky",2026,19.65,-0.5,21.15,698.0,39607.0
21051,"Clay County, Kentucky",2027,19.15,-0.5,21.15,698.0,39607.0
21051,"Clay County, Kentucky",2028,18.65,-0.5,21.15,698.0,39607.0
21053,"Clinton County, Kentucky",2024,16.53,-0.5,18.53,511.0,33092.0
21053,"Clinton County, Kentucky",2025,16.03,-0.5,18.53,511.0,33092.0
21053,"Clinton County, Kentucky",2026,15.53,-0.5,18.53,511.0,33092.0
21053,"Clinton County, Kentucky",2027,15.03,-0.5,18.53,511.0,33092.0
21053,"Clinton County, Kentucky",2028,14.53,-0.5,18.53,511.0,33092.0
21061,"Edmonson County, Kentucky",2024,15.82,-0.4479,16.27,739.0,54512.0
21061,"Edmonson County, Kentucky",2025,15.37,-0.4479,16.27,739.0,54512.0
21061,"Edmonson County, Kentucky",2026,14.93,-0.4479,16.27,739.0,54512.0
21061,"Edmonson County, Kentucky",2027,14.48,-0.4479,16.27,739.0,54512.0
21061,"Edmonson County, Kentucky",2028,14.03,-0.4479,16.27,739.0,54512.0
21065,"Estill County, Kentucky",2024,18.33,-0.5,18.83,689.0,43905.0
21065,"Estill County, Kentucky",2025,17.83,-0.5,18.83,689.0,43905.0
21065,"Estill County, Kentucky",2026,17.33,-0.5,18.83,689.0,43905.0
21065,"Estill County, Kentucky",2027,16.83,-0.5,18.83,689.0,43905.0
21065,"Estill County, Kentucky",2028,16.33,-0.5,18.83,689.0,43905.0
21067,"Fayette County, Kentucky",2024,19.64,0.0979,19.54,1101.0,67631.0
21067,"Fayette County, Kentucky",2025,19.74,0.0979,19.54,1101.0,67631.0
21067,"Fayette County, Kentucky",2026,19.83,0.0979,19.54,1101.0,67631.0
21067,"Fayette County, Kentucky",2027,19.93,0.0979,19.54,1101.0,67631.0
21067,"Fayette County, Kentucky",2028,20.03,0.0979,19.54,1101.0,67631.0
21073,"Franklin County, Kentucky",2024,17.21,0.1326,17.08,946.0,66470.0
21073,"Franklin County, Kentucky",2025,17.35,0.1326,17.08,946.0,66470.0
21073,"Franklin County, Kentucky",2026,17.48,0.1326,17.08,946.0,66470.0
21073,"Franklin County, Kentucky",2027,17.61,0.1326,17.08,946.0,66470.0
21073,"Franklin County, Kentucky",2028,17.74,0.1326,17.08,946.0,66470.0
21081,"Grant County, Kentucky",2024,14.6,-0.5,15.1,855.0,67940.0
21081,"Grant County, Kentucky",2025,14.1,-0.5,15.1,855.0,67940.0
21081,"Grant County, Kentucky",2026,13.6,-0.5,15.1,855.0,67940.0
21081,"Grant County, Kentucky",2027,13.1,-0.5,15.1,855.0,67940.0
21081,"Grant County, Kentucky",2028,12.6,-0.5,15.1,855.0,67940.0
21083,"Graves County, Kentucky",2024,16.54,-0.3837,16.92,713.0,50576.0
21083,"Graves County, Kentucky",2025,16.15,-0.3837,16.92,713.0,50576.0
21083,"Graves County, Kentucky",2026,15.77,-0.3837,16.92,713.0,50576.0
21083,"Graves County, Kentucky",2027,15.39,-0.3837,16.92,713.0,50576.0
21083,"Graves County, Kentucky",2028,15.0,-0.3837,16.92,713.0,50576.0
21087,"Green County, Kentucky",2024,18.05,0.177,17.87,612.0,41087.0
21087,"Green County, Kentucky",2025,18.22,0.177,17.87,612.0,41087.0
21087,"Green County, Kentucky",2026,18.4,0.177,17.87,612.0,41087.0
21087,"Green County, Kentucky",2027,18.58,0.177,17.87,612.0,41087.0
21087,"Green County, Kentucky",2028,18.76,0.177,17.87,612.0,41087.0
21093,"Hardin County, Kentucky",2024,16.61,-0.1951,16.81,947.0,67608.0
21093,"Hardin County, Kentucky",2025,16.42,-0.1951,16.81,947.0,67608.0
21093,"Hardin County, Kentucky",2026,16.22,-0.1951,16.81,947.0,67608.0
21093,"Hardin County, Kentucky",2027,16.03,-0.1951,16.81,947.0,67608.0
21093,"Hardin County, Kentucky",2028,15.83,-0.1951,16.81,947.0,67608.0
21097,"Harrison County, Kentucky",2024,13.9,-0.4327,14.33,755.0,63205.0
21097,"Harrison County, Kentucky",2025,13.46,-0.4327,14.33,755.0,63205.0
21097,"Harrison County, Kentucky",2026,13.03,-0.4327,14.33,755.0,63205.0
21097,"Harrison County, Kentucky",2027,12.6,-0.4327,14.33,755.0,63205.0
21097,"Harrison County, Kentucky",2028,12.17,-0.4327,14.33,755.0,63205.0
21101,"Henderson County, Kentucky",2024,16.07,-0.2918,16.36,794.0,58239.0
